,Average_fs,Average_ins,TestSet,Average_Totalcount,FinetuneSet_n10,FinetuneSet_n30,FinetuneSet_n50,FinetuneSet_n100,FinetuneSet_n300,FinetuneSet_n500,FinetuneSet_n1000
Oligo43064,0.8627620339393616,0.34859402775764464,False,211.27272727272728,False,False,False,False,False,False,False
Oligo43066,0.817557281255722,0.29337742626667024,False,53.45454545454545,False,False,False,False,False,False,False
Oligo43067,0.6335781067609787,0.16648892052471637,False,724.8181818181819,False,False,False,False,False,False,False
Oligo43069,0.6858592510223389,0.03135539637878537,False,486.7272727272728,False,False,False,False,False,False,False
Oligo43074,0.7151193916797638,0.06050055306404829,False,1611.7272727272727,False,False,False,False,False,False,False
Oligo43075,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43076,0.7796852707862854,0.008974359277635813,False,99.9090909090909,False,False,False,False,False,False,False
Oligo43077,0.44256817251443864,0.0,False,44.27272727272727,False,False,False,False,False,False,False
Oligo43079,0.8038384139537811,0.025443110801279544,False,668.5454545454545,False,False,False,False,False,False,False
Oligo43080,0.7792365252971649,0.3687823057174683,False,535.7272727272727,False,False,False,False,False,False,False
Oligo43081,0.9439038932323456,0.4833673074841499,False,455.1818181818182,False,False,False,False,False,False,False
Oligo43084,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43085,0.7514689087867736,0.04322522282600403,False,128.54545454545453,False,False,False,False,False,False,False
Oligo43087,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43089,0.6075850278139114,0.09827802814543248,False,819.0,False,False,False,False,False,False,False
Oligo43090,0.7038773983716965,0.0894255087710917,False,64.0909090909091,False,False,False,False,False,False,False
Oligo43092,0.7761695742607116,0.05827981997281313,False,240.3636363636364,False,False,False,False,False,False,False
Oligo43093,0.7846819281578064,0.15013967007398604,False,82.18181818181819,False,False,False,False,False,False,False
Oligo43094,0.8101051270961761,0.07829665541648864,False,278.6363636363636,False,False,False,False,False,False,False
Oligo43095,0.584407639503479,0.16890010461211205,False,57.54545454545455,False,False,False,False,False,False,False
Oligo43096,0.7796041429042816,0.5729314774274826,False,1685.5454545454545,False,False,False,False,False,False,False
Oligo43097,0.6277973353862762,0.02817460335791111,False,31.0,False,False,False,False,False,False,False
Oligo43099,0.8915862023830414,0.43319959938526154,False,84.54545454545455,False,False,False,False,False,False,False
Oligo43100,0.83172327876091,0.27360296696424485,False,587.2727272727273,False,False,False,False,False,False,False
Oligo43101,0.5370696544647217,0.046629410795867444,False,362.54545454545456,False,False,False,False,False,False,False
Oligo43102,0.7885934054851532,0.3457756504416466,False,205.54545454545453,False,False,False,False,False,False,False
Oligo43104,0.8719467997550965,0.3015842944383621,False,568.5454545454545,False,False,False,False,False,False,False
Oligo43105,0.3205742374062538,0.013906428264454007,True,2443.454545454545,False,False,False,False,False,False,False
Oligo43106,0.7875896692276001,0.1211352687329054,False,191.54545454545453,False,False,False,False,False,False,False
Oligo43107,0.9165491938591004,0.0,False,20.545454545454547,False,False,False,False,False,False,False
Oligo43108,0.8263118147850037,0.3739051342010498,False,383.6363636363636,False,False,False,False,False,False,False
Oligo43109,0.8030524373054504,0.07753239814192056,False,243.0909090909091,False,False,False,False,False,False,False
Oligo43112,0.8305744588375091,0.25702485665678976,False,961.6363636363636,False,False,False,False,False,False,False
Oligo43113,0.8957450926303864,0.39639480225741863,False,99.54545454545456,False,False,False,False,False,False,False
Oligo43114,0.8234310567378997,0.18376854807138443,False,798.9090909090909,False,False,False,False,False,False,False
Oligo43116,0.8410973131656647,0.022123125777579845,False,888.7272727272727,False,False,False,False,False,False,False
Oligo43117,0.899990850687027,0.2836897175759077,False,410.3636363636364,False,False,False,False,False,False,False
Oligo43118,0.7650456607341767,0.06364304333692417,False,972.5454545454544,False,False,False,False,False,False,False
Oligo43120,0.8634375214576722,0.04264283813536167,False,1355.909090909091,False,False,False,False,False,False,False
Oligo43123,0.4783146843314171,0.0,False,18.272727272727277,False,False,False,False,False,False,False
Oligo43126,0.8537919461727143,0.13547814227640628,False,475.0,False,False,False,False,False,False,False
Oligo43127,0.7610152751207352,0.0,False,17.0,False,False,False,False,False,False,False
Oligo43131,0.6738723993301392,0.0,False,49.81818181818182,False,False,False,False,False,False,False
Oligo43133,0.6980524361133575,0.0,False,103.45454545454544,False,False,False,False,False,False,False
Oligo43134,0.7886811256408691,0.22243343479931355,False,233.72727272727272,False,False,False,False,False,False,False
Oligo43135,0.8913207173347473,0.47242963016033174,False,349.09090909090907,False,False,False,False,False,False,False
Oligo43138,0.7847923517227173,0.4211971774697304,True,2757.181818181818,False,False,False,False,False,False,False
Oligo43139,0.9657653093338012,0.07660066559910775,False,41.45454545454545,False,False,False,False,False,False,False
Oligo43141,0.7585045576095581,0.06494178092107177,False,1391.0,False,False,False,False,False,False,False
Oligo43143,0.6335982978343964,0.17011629566550254,False,497.27272727272725,False,False,False,False,False,False,False
Oligo43145,0.4407328262925148,0.10028480924665928,False,66.63636363636364,False,False,False,False,False,False,False
Oligo43146,0.7915216624736786,0.09560901131480933,False,356.45454545454544,False,False,False,False,False,False,False
Oligo43147,0.854792195558548,0.14495491050183773,False,47.36363636363637,False,False,False,False,False,False,False
Oligo43148,0.7849563777446746,0.5024923145771026,False,440.45454545454544,False,False,False,False,False,False,False
Oligo43149,0.8716669321060181,0.07820232380181551,False,177.63636363636363,False,False,False,False,False,False,False
Oligo43150,0.7113020539283752,0.06580685935914517,False,652.2727272727273,False,False,False,False,False,False,False
Oligo43151,0.8501811742782592,0.33608808517456057,False,37.27272727272727,False,False,False,False,False,False,False
Oligo43152,0.446221099793911,0.0,False,105.63636363636364,False,False,False,False,False,False,False
Oligo43153,0.1,0.0800000011920929,False,0.9090909090909092,False,False,False,False,False,False,False
Oligo43157,0.8052812337875366,0.14236026555299758,False,162.9090909090909,False,False,False,False,False,False,False
Oligo43159,0.683413428068161,0.45419448912143706,False,654.6363636363636,False,False,False,False,False,False,False
Oligo43160,0.9851370990276337,0.08893939703702927,False,25.90909090909091,False,False,False,False,False,False,False
Oligo43161,0.9121248126029968,0.06560814715921878,False,207.9090909090909,False,False,False,False,False,False,False
Oligo43162,0.8685643970966339,0.33798836171627045,False,921.9090909090908,False,False,False,False,False,False,False
Oligo43166,0.7505624651908874,0.03323580680880696,False,405.54545454545456,False,False,False,False,False,False,False
Oligo43167,0.7065955102443695,0.05535730551928282,False,1214.2727272727273,False,False,False,False,False,False,False
Oligo43168,0.5050021946430207,0.046275252290070054,False,645.6363636363636,False,False,False,False,False,False,False
Oligo43169,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43170,0.8379006266593934,0.27337839305400846,False,910.818181818182,False,False,False,False,False,False,False
Oligo43171,0.7629947900772095,0.17866578046232462,False,210.72727272727272,False,False,False,False,False,False,False
Oligo43173,0.786827802658081,0.01499601872637868,False,100.45454545454544,False,False,False,False,False,False,False
Oligo43174,0.6168065547943116,0.11783962026238441,False,94.45454545454544,False,False,False,False,False,False,False
Oligo43175,0.8619562804698944,0.10341750208754093,False,737.6363636363636,False,False,False,False,False,False,False
Oligo43179,0.4521906986832619,0.27666059881448746,False,199.1818181818182,False,False,False,False,False,False,False
Oligo43182,0.97855703830719,0.4304733470082283,False,374.09090909090907,False,False,False,False,False,False,False
Oligo43187,0.8835175931453705,0.18513850606977938,False,83.0909090909091,False,False,False,False,False,False,False
Oligo43193,0.8786203742027283,0.1970394853502512,False,94.0909090909091,False,False,False,False,False,False,False
Oligo43194,0.5107142925262451,0.02857142984867096,False,6.818181818181818,False,False,False,False,False,False,False
Oligo43195,0.7262396097183228,0.21826999709010125,False,235.27272727272728,False,False,False,False,False,False,False
Oligo43196,0.8257659524679184,0.18056333139538766,False,28.818181818181817,False,False,False,False,False,False,False
Oligo43198,0.5747121632099151,0.1303144831210375,False,1816.8181818181815,False,False,False,False,False,False,True
Oligo43200,0.6302531577646733,0.14515442457050085,False,102.63636363636364,False,False,False,False,False,False,False
Oligo43201,0.8849841952323914,0.7242753386497498,False,226.0,False,False,False,False,False,False,False
Oligo43202,0.8475220024585723,0.6039928138256073,False,81.45454545454545,False,False,False,False,False,False,False
Oligo43203,0.6013324961066246,0.0,False,26.63636363636364,False,False,False,False,False,False,False
Oligo43206,0.8265285551548004,0.43827235996723174,False,487.09090909090907,False,False,False,False,False,False,False
Oligo43208,0.31572239100933075,0.05482187569141388,False,1476.909090909091,False,False,False,False,False,False,False
Oligo43210,0.7377405941486359,0.12822751700878143,False,539.8181818181819,False,False,False,False,False,False,False
Oligo43211,0.8486574172973633,0.2557199627161026,False,145.72727272727272,False,False,False,False,False,False,False
Oligo43212,0.8700856447219849,0.03422745279967785,False,622.8181818181819,False,False,False,False,False,False,False
Oligo43213,0.9285592913627625,0.0,False,47.27272727272727,False,False,False,False,False,False,False
Oligo43215,0.9192905247211456,0.5533714950084686,False,50.0,False,False,False,False,False,False,False
Oligo43216,0.8802174985408783,0.0506736331153661,False,195.3636363636364,False,False,False,False,False,False,False
Oligo43217,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43219,0.6941460013389588,0.440321147441864,True,2194.181818181818,False,False,False,False,False,False,False
Oligo43220,0.7849810361862183,0.1880549259483814,False,890.0909090909091,False,False,False,False,False,False,False
Oligo43221,0.1,0.0,False,0.6363636363636364,False,False,False,False,False,False,False
Oligo43224,0.8798220992088318,0.09734567999839783,False,271.1818181818182,False,False,False,False,False,False,False
Oligo43225,0.6453739836812019,0.0,False,12.909090909090908,False,False,False,False,False,False,False
Oligo43227,0.8697908639907836,0.510016393661499,False,657.6363636363636,False,False,False,False,False,False,False
Oligo43231,0.7730813324451447,0.009675476886332034,False,143.27272727272728,False,False,False,False,False,False,False
Oligo43232,0.8459886491298676,0.15436537582427262,False,165.1818181818182,False,False,False,False,False,False,False
Oligo43234,0.5726635664701462,0.16545956283807756,False,183.45454545454547,False,False,False,False,False,False,False
Oligo43236,0.8990732848644256,0.02251893952488899,False,87.45454545454545,False,False,False,False,False,False,False
Oligo43237,0.9428278088569642,0.8043035387992858,False,1562.090909090909,False,False,False,False,False,False,False
Oligo43239,0.6192922115325927,0.11116042989306152,False,119.9090909090909,False,False,False,False,False,False,False
Oligo43240,0.7770684480667114,0.03537421468645334,False,1452.6363636363635,False,False,False,False,False,False,False
Oligo43242,0.6425199389457703,0.0,False,33.0,False,False,False,False,False,False,False
Oligo43245,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43246,0.4312822997570038,0.0,False,40.90909090909091,False,False,False,False,False,False,False
Oligo43247,0.8335784018039704,0.05063652894459665,False,114.1818181818182,False,False,False,False,False,False,False
Oligo43248,0.6367046058177948,0.0,False,95.54545454545456,False,False,False,False,False,False,False
Oligo43250,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43253,0.7716938734054566,0.16002029031515122,False,1042.0,False,False,False,False,False,False,False
Oligo43254,0.7755756348371505,0.14940445311367512,False,51.54545454545455,False,False,False,False,False,False,False
Oligo43255,0.8810300350189209,0.6241795390844345,False,178.45454545454547,False,False,False,False,False,False,False
Oligo43258,0.8261816322803497,0.2147032454609871,False,782.0,False,False,False,False,False,False,False
Oligo43260,0.9377847969532013,0.10509551987051964,False,1723.1818181818182,False,False,False,False,False,False,False
Oligo43261,0.8038352310657502,0.404243266582489,False,1073.0,False,False,False,False,False,False,False
Oligo43263,0.12632617964409293,0.03307473473250866,False,209.9090909090909,False,False,False,False,False,False,False
Oligo43264,0.9065379679203034,0.09551554210484028,False,233.3636363636364,False,False,False,False,False,False,False
Oligo43266,0.5444686651229859,0.17155480533838272,False,512.6363636363636,False,False,False,False,False,False,False
Oligo43267,0.800867360830307,0.15014663049951196,False,202.3636363636364,False,False,False,False,False,False,False
Oligo43268,0.9253440916538238,0.11270085237920284,False,177.45454545454547,False,False,False,False,False,False,False
Oligo43270,0.8998712718486785,0.28883145451545716,False,314.1818181818182,False,False,False,False,False,False,False
Oligo43273,0.7341140508651733,0.15175420828163624,False,1292.0,False,False,False,False,False,False,False
Oligo43275,0.8247354388236999,0.10114221167750656,False,210.1818181818182,False,False,False,False,False,False,False
Oligo43276,0.07638322412967682,0.0,False,39.81818181818182,False,False,False,False,False,False,False
Oligo43278,0.8917052447795868,0.0444928115233779,False,188.54545454545453,False,False,False,False,False,False,False
Oligo43279,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43280,0.8774215638637543,0.11562241353094578,False,493.9090909090909,False,False,False,False,False,False,False
Oligo43282,0.8761778473854065,0.3354814454913139,False,842.7272727272727,False,False,False,False,False,False,False
Oligo43284,0.8462846755981446,0.4437928467988968,False,705.6363636363636,False,False,False,False,False,False,False
Oligo43287,0.8848087847232818,0.18933088704943657,False,1136.090909090909,False,False,False,False,False,False,False
Oligo43290,0.593161427974701,0.03086571507155895,False,119.0,False,False,False,False,False,False,False
Oligo43292,0.9060397386550904,0.08289804058149457,False,402.0,False,False,False,False,False,False,False
Oligo43293,0.9485486030578614,0.2943789213895798,False,198.27272727272728,False,False,False,False,False,False,False
Oligo43296,0.5188599556684494,0.18162848725914954,False,89.54545454545455,False,False,False,False,False,False,False
Oligo43297,0.6806517690420151,0.1360403187572956,False,382.54545454545456,False,False,False,False,False,False,False
Oligo43299,0.7426568746566773,0.2227125197649002,False,550.6363636363636,False,False,False,False,False,False,False
Oligo43300,0.6964422583580017,0.09889265336096287,False,173.36363636363637,False,False,False,False,False,False,False
Oligo43303,0.6647022902965546,0.3109000168740749,False,351.1818181818182,False,False,False,False,False,False,False
Oligo43304,0.8839789569377899,0.08103064931929112,False,208.27272727272728,False,False,False,False,False,False,False
Oligo43305,0.7500000059604645,0.1484212324023247,False,13.0,False,False,False,False,False,False,False
Oligo43306,0.9368995726108551,0.5025793641805649,False,476.27272727272725,False,False,False,False,False,False,False
Oligo43307,0.6255540370941162,0.07132828887552023,False,48.90909090909091,False,False,False,False,False,False,False
Oligo43309,0.7059151589870453,0.2147384874522686,False,51.0,False,False,False,False,False,False,False
Oligo43313,0.6056267410516739,0.43705818951129916,False,296.27272727272725,False,False,False,False,False,False,False
Oligo43315,0.9470842003822326,0.20411567501723765,False,630.3636363636364,False,False,False,False,False,False,False
Oligo43316,0.3664857655763626,0.0,False,11.090909090909092,False,False,False,False,False,False,False
Oligo43321,0.7601825654506683,0.28309289962053297,False,404.3636363636364,False,False,False,False,False,False,False
Oligo43327,0.859868735074997,0.09058218337595463,False,230.72727272727272,False,False,False,False,False,False,False
Oligo43329,0.8601194322109222,0.06524700201116503,False,160.9090909090909,False,False,False,False,False,False,False
Oligo43331,0.5609145209193229,0.267117527872324,False,75.72727272727273,False,False,False,False,False,False,False
Oligo43333,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43334,0.5267842471599579,0.0,False,98.36363636363636,False,False,False,False,False,False,False
Oligo43335,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43336,0.7612966179847718,0.1621561162173748,False,538.1818181818181,False,False,False,False,False,False,False
Oligo43337,0.8336495757102966,0.03958702855743468,False,272.54545454545456,False,False,False,False,False,False,False
Oligo43338,0.7545711398124695,0.18044645190238953,False,188.9090909090909,False,False,False,False,False,False,False
Oligo43341,0.9583063662052155,0.0012048192322254181,False,38.54545454545455,False,False,False,False,False,False,False
Oligo43342,0.36713724210858345,0.09485476706176996,False,84.0,False,False,False,False,False,False,False
Oligo43343,0.8403799772262573,0.06557452538982034,False,143.45454545454547,False,False,False,False,False,False,False
Oligo43344,0.5403359979391098,0.06837905286811292,False,266.72727272727275,False,False,False,False,False,False,False
Oligo43345,0.8415986001491547,0.1380218718200922,False,795.7272727272727,False,False,False,False,False,False,False
Oligo43346,0.6583278477191925,0.36425209008157255,False,46.0,False,False,False,False,False,False,False
Oligo43347,0.7471710860729217,0.0,False,27.181818181818183,False,False,False,False,False,False,False
Oligo43348,0.8929392099380493,0.05994371473789215,False,1307.909090909091,False,False,False,False,False,False,False
Oligo43349,0.8343121528625488,0.2697643294930458,False,1694.2727272727273,False,False,False,False,False,False,False
Oligo43350,0.8767774641513825,0.536535131931305,False,155.9090909090909,False,False,False,False,False,False,False
Oligo43351,0.7613561056554318,0.00791330635547638,False,26.09090909090909,False,False,False,False,False,False,False
Oligo43352,0.8416769623756408,0.3759453818202019,False,242.45454545454547,False,False,False,False,False,False,False
Oligo43354,0.8054265528917313,0.0,False,33.63636363636363,False,False,False,False,False,False,False
Oligo43356,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43357,0.8737978339195251,0.6105089038610458,False,1930.0,False,False,False,False,False,False,True
Oligo43358,0.8622190892696381,0.028712674230337142,False,94.36363636363636,False,False,False,False,False,False,False
Oligo43360,0.8590658366680145,0.32972898073494433,False,55.18181818181818,False,False,False,False,False,False,False
Oligo43362,0.7022621989250183,0.2110157933086157,False,153.45454545454547,False,False,False,False,False,False,False
Oligo43365,0.6562031120061874,0.12069108299911022,False,50.27272727272727,False,False,False,False,False,False,False
Oligo43367,0.6473843514919281,0.27980898320674896,False,227.45454545454547,False,False,False,False,False,False,False
Oligo43368,0.8929700016975403,0.4032391428947449,False,1607.909090909091,False,False,False,False,False,False,False
Oligo43371,0.7683873236179352,0.24896380603313445,False,381.7272727272728,False,False,False,False,False,False,False
Oligo43373,0.9275200664997101,0.0,False,33.18181818181818,False,False,False,False,False,False,False
Oligo43374,0.7009950160980225,0.07477433998137713,True,2365.0,False,False,False,False,False,False,False
Oligo43377,0.3647222250699997,0.0,False,5.090909090909091,False,False,False,False,False,False,False
Oligo43379,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43382,0.8639467298984528,0.029568273294717073,False,296.3636363636364,False,False,False,False,False,False,False
Oligo43383,0.8221726834774017,0.3275428920984268,False,144.72727272727272,False,False,False,False,False,False,False
Oligo43386,0.9009160935878754,0.4677151650190353,False,884.0,False,False,False,False,False,False,False
Oligo43387,0.9027973055839539,0.0,False,39.09090909090909,False,False,False,False,False,False,False
Oligo43388,0.6846064031124115,0.17159203737974166,False,701.6363636363636,False,False,False,False,False,False,False
Oligo43389,0.8315315186977387,0.2026222910732031,False,27.181818181818183,False,False,False,False,False,False,False
Oligo43392,0.811437863111496,0.0,False,27.727272727272727,False,False,False,False,False,False,False
Oligo43393,0.753068208694458,0.0,False,34.54545454545455,False,False,False,False,False,False,False
Oligo43396,0.6262926429510116,0.08780085891485215,False,259.1818181818182,False,False,False,False,False,False,False
Oligo43399,0.7499826431274415,0.10547350556589663,False,48.18181818181818,False,False,False,False,False,False,False
Oligo43400,0.740752124786377,0.5229286640882492,False,610.5454545454545,False,False,False,False,False,False,False
Oligo43401,0.7234991699457168,0.0,False,12.636363636363637,False,False,False,False,False,False,False
Oligo43402,0.7727085947990417,0.1366763547062874,True,2102.454545454545,False,False,False,False,False,False,False
Oligo43404,0.3347574666142464,0.12968652397394181,False,73.18181818181819,False,False,False,False,False,False,False
Oligo43410,0.9239105582237244,0.26942459493875504,False,47.45454545454545,False,False,False,False,False,False,False
Oligo43411,0.8949682295322419,0.03896637056022882,False,298.90909090909093,False,False,False,False,False,False,False
Oligo43412,0.9099965393543243,0.2031692959368229,False,51.45454545454545,False,False,False,False,False,False,False
Oligo43413,0.9076900899410247,0.43931623697280886,False,120.63636363636364,False,False,False,False,False,False,False
Oligo43416,0.0,0.0,False,0.3636363636363636,False,False,False,False,False,False,False
Oligo43417,0.9465313971042633,0.5746632933616638,False,222.0909090909091,False,False,False,False,False,False,False
Oligo43418,0.49968489706516267,0.1520805318839848,False,230.8181818181818,False,False,False,False,False,False,False
Oligo43419,0.8886428534984588,0.312542924284935,False,117.54545454545456,False,False,False,False,False,False,False
Oligo43420,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43421,0.8102909207344056,0.27840478271245955,False,265.0,False,False,False,False,False,False,False
Oligo43422,0.5171771980822086,0.0,False,46.90909090909091,False,False,False,False,False,False,False
Oligo43423,0.7245669364929199,0.1900797039270401,False,1957.0,False,False,False,False,False,False,True
Oligo43424,0.6428571462631225,0.0,False,7.818181818181818,False,False,False,False,False,False,False
Oligo43426,0.9026804864406586,0.7669564425945282,False,276.54545454545456,False,False,False,False,False,False,False
Oligo43428,0.42222222238779067,0.0,False,2.272727272727273,False,False,False,False,False,False,False
Oligo43429,0.7731203436851501,0.20266568660736084,False,699.4545454545455,False,False,False,False,False,False,False
Oligo43430,0.9550121486186981,0.5383428394794464,False,53.90909090909091,False,False,False,False,False,False,False
Oligo43435,0.8104910612106323,0.06558116418309509,False,738.9090909090909,False,False,False,False,False,False,False
Oligo43436,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43438,0.7982988566160202,0.025094339996576308,False,21.272727272727277,False,False,False,False,False,False,False
Oligo43440,0.9690945148468018,0.8036583602428437,False,1458.4545454545455,False,False,False,False,False,False,False
Oligo43442,0.938198584318161,0.6541714489459991,False,364.27272727272725,False,False,False,False,False,False,False
Oligo43446,0.7351856052875518,0.27232616804540155,False,214.9090909090909,False,False,False,False,False,False,False
Oligo43447,0.6721291899681091,0.0,False,8.0,False,False,False,False,False,False,False
Oligo43448,0.7399465560913085,0.38488096445798875,False,106.0,False,False,False,False,False,False,False
Oligo43451,0.9210955440998078,0.48338742554187775,False,755.0,False,False,False,False,False,False,False
Oligo43452,0.704597395658493,0.15149923413991928,False,411.1818181818182,False,False,False,False,False,False,False
Oligo43453,0.8022054076194763,0.4384216442704201,False,126.8181818181818,False,False,False,False,False,False,False
Oligo43456,0.9038834631443023,0.2908363610506058,False,960.181818181818,False,False,False,False,False,False,False
Oligo43457,0.8430405557155609,0.22982380762696267,False,98.36363636363636,False,False,False,False,False,False,False
Oligo43458,0.6510623037815094,0.3973451182246208,False,34.27272727272727,False,False,False,False,False,False,False
Oligo43460,0.8465517520904541,0.16102140620350838,False,151.1818181818182,False,False,False,False,False,False,False
Oligo43461,0.421251380443573,0.0,False,56.0,False,False,False,False,False,False,False
Oligo43462,0.8392573595046997,0.5275641620159149,False,1333.3636363636365,False,False,False,False,False,False,False
Oligo43464,0.7947366952896118,0.22893052399158478,False,110.54545454545456,False,False,False,False,False,False,False
Oligo43465,0.8829979538917542,0.16305415332317352,False,604.8181818181819,False,False,False,False,False,False,False
Oligo43469,0.802439934015274,0.09098750986158848,False,154.72727272727272,False,False,False,False,False,False,False
Oligo43470,0.7233152389526367,0.045119496155530216,False,1184.090909090909,False,False,False,False,False,False,False
Oligo43471,0.7858968555927277,0.5627847820520401,False,337.1818181818182,False,False,False,False,False,False,False
Oligo43472,0.8945861876010894,0.20009856000542642,False,530.3636363636364,False,False,False,False,False,False,False
Oligo43473,0.9580398499965668,0.5781437620520592,False,172.0,False,False,False,False,False,False,False
Oligo43478,0.64995077252388,0.030520373210310935,False,249.0909090909091,False,False,False,False,False,False,False
Oligo43480,0.83454509973526,0.23769532293081283,False,1281.090909090909,False,False,False,False,False,False,False
Oligo43483,0.776253342628479,0.1252533346414566,False,687.3636363636364,False,False,False,False,False,False,False
Oligo43484,0.7718027174472809,0.021380843594670296,False,609.4545454545455,False,False,False,False,False,False,False
Oligo43485,0.8506561934947967,0.2478308878839016,False,92.45454545454544,False,False,False,False,False,False,False
Oligo43489,0.17086265422403812,0.0,False,31.545454545454547,False,False,False,False,False,False,False
Oligo43490,0.8329846620559692,0.1820637635886669,False,221.54545454545453,False,False,False,False,False,False,False
Oligo43491,0.894028651714325,0.40273308753967285,False,70.72727272727273,False,False,False,False,False,False,False
Oligo43492,0.7457590401172638,0.13318809866905212,False,829.2727272727273,False,False,False,False,False,False,False
Oligo43494,0.8326004564762115,0.17312155812978744,False,235.9090909090909,False,False,False,False,False,False,False
Oligo43495,0.7826770186424256,0.06707974895834923,False,599.3636363636364,False,False,False,False,False,False,False
Oligo43496,0.8956438720226287,0.4367950208485126,False,559.4545454545455,False,False,False,False,False,False,False
Oligo43497,0.6764993011951447,0.1681995250284672,False,349.09090909090907,False,False,False,False,False,False,False
Oligo43498,0.9194608151912689,0.0,False,161.1818181818182,False,False,False,False,False,False,False
Oligo43499,0.8956624746322632,0.5981726869940758,False,277.27272727272725,False,False,False,False,False,False,False
Oligo43500,0.5927417069673538,0.199840647354722,False,563.6363636363636,False,False,False,False,False,False,False
Oligo43501,0.6715146511793136,0.014122357964515686,False,87.36363636363636,False,False,False,False,False,False,False
Oligo43503,0.8457605957984924,0.23523655924946069,False,85.27272727272727,False,False,False,False,False,False,False
Oligo43505,0.86203852891922,0.025008410774171354,False,249.3636363636364,False,False,False,False,False,False,False
Oligo43509,0.789599996805191,0.10882526934146881,False,903.5454545454544,False,False,False,False,False,False,False
Oligo43510,0.6635441184043884,0.08288457649759948,False,269.3636363636364,False,False,False,False,False,False,False
Oligo43512,0.8394915342330933,0.10832735747098923,False,446.7272727272728,False,False,False,False,False,False,False
Oligo43513,0.8571771800518035,0.1582795638591051,False,67.72727272727273,False,False,False,False,False,False,False
Oligo43514,0.8474450409412384,0.2603051468729973,False,1107.0,False,False,False,False,False,False,False
Oligo43515,0.8997019946575164,0.7569308280944824,False,39.18181818181818,False,False,False,False,False,False,False
Oligo43516,0.7268084943294525,0.346246600151062,False,2329.3636363636365,False,False,False,False,True,True,True
Oligo43517,0.7860103189945221,0.01996084596030414,True,3489.909090909091,False,False,False,False,False,False,False
Oligo43519,0.8132414102554322,0.014431577548384667,False,81.0909090909091,False,False,False,False,False,False,False
Oligo43522,0.9098802626132965,0.0951977651566267,False,410.6363636363636,False,False,False,False,False,False,False
Oligo43523,0.5300569593906402,0.07696128077805042,False,629.0,False,False,False,False,False,False,False
Oligo43524,0.7833013415336609,0.20973378792405128,False,1252.1818181818182,False,False,False,False,False,False,False
Oligo43527,0.8154041111469269,0.08803770691156387,False,95.8181818181818,False,False,False,False,False,False,False
Oligo43528,0.8297515690326691,0.24668518118560315,False,39.0,False,False,False,False,False,False,False
Oligo43530,0.7956551790237427,0.2781427264213562,False,599.7272727272727,False,False,False,False,False,False,False
Oligo43536,0.8386655509471893,0.03770577437244356,False,1145.2727272727273,False,False,False,False,False,False,False
Oligo43539,0.4938457354903221,0.11767244879156351,False,58.63636363636363,False,False,False,False,False,False,False
Oligo43540,0.8285270869731903,0.23885063529014589,False,792.7272727272727,False,False,False,False,False,False,False
Oligo43541,0.8584986686706543,0.3812404930591583,False,114.8181818181818,False,False,False,False,False,False,False
Oligo43542,0.8512188255786896,0.12931692823767663,False,625.9090909090909,False,False,False,False,False,False,False
Oligo43545,0.8880957841873169,0.34248400032520293,True,3092.454545454545,False,False,False,False,False,False,False
Oligo43547,0.723544979095459,0.3470112830400467,False,104.27272727272728,False,False,False,False,False,False,False
Oligo43548,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43550,0.6762748330831527,0.0,False,10.545454545454543,False,False,False,False,False,False,False
Oligo43556,0.829108452796936,0.08207161538302898,False,430.9090909090909,False,False,False,False,False,False,False
Oligo43560,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43561,0.7359826624393463,0.07996735833585263,False,213.63636363636363,False,False,False,False,False,False,False
Oligo43569,0.28579051196575167,0.11932614482939244,False,1512.1818181818182,False,False,False,False,False,False,False
Oligo43571,0.8479860603809357,0.44927791953086854,False,278.8181818181818,False,False,False,False,False,False,False
Oligo43574,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo43575,0.25482147783041,0.0,False,41.09090909090909,False,False,False,False,False,False,False
Oligo43576,0.9582055747509003,0.7791853368282318,False,70.0,False,False,False,False,False,False,False
Oligo43578,0.5765976995229721,0.23457886651158333,False,266.54545454545456,False,False,False,False,False,False,False
Oligo43579,0.8996848881244659,0.3117776647210121,False,454.54545454545456,False,False,False,False,False,False,False
Oligo43582,0.8346663653850556,0.4821064114570618,False,903.5454545454544,False,False,False,False,False,False,False
